V1.V,-I(V1.nA),V(un1)/-I(V1.nA),
1.7790000000000001,43.55204116612498,0.040847683653084804,
1.78,43.60870792050409,0.04081753587482636,
1.7810000000000001,43.66537904144648,0.04078746226637592,
1.782,43.7220545186309,0.04075746255795578,
1.7830000000000001,43.778734341771774,0.04072753648107955,
1.784,43.83541850061904,0.040697683768544525,
1.7850000000000001,43.89210698495819,0.040667904154423916,
1.786,43.9487997846098,0.040638197374059576,
1.7870000000000001,44.005496889429594,0.04060856316405438,
1.788,44.06219828930825,0.04057900126226476,
1.7890000000000001,44.11890397417116,0.04054951140779352,
1.79,44.17561393397834,0.040520093340982284,
1.7910000000000001,44.23232815872431,0.040490746803404386,
1.792,44.289046638437796,0.04046147153785763,
1.793,44.345769363181745,0.040432267288357054,
1.794,44.402496323053114,0.040403133800127854,
1.795,44.459227508182664,0.040374070819598304,
1.796,44.51596290873484,0.04034507809439279,
1.797,44.572702514907604,0.0403161553733248,
1.798,44.6294463169324,0.04028730240638991,
1.799,44.686194305073855,0.040258518944759056,
1.8,44.74294646962967,0.04022980474077166,
1.801,44.79970280093054,0.040201159547928765,
1.802,44.856463289339956,0.04017258312088643,
1.803,44.91322792525401,0.040144075215448966,
1.804,44.96999669910139,0.04011563558856228,
1.805,45.02676960134306,0.04008726399830736,
1.806,45.08354662247233,0.04005896020389358,
1.807,45.14032775301444,0.040030723965652416,
1.808,45.197112983526694,0.04000255504503074,
1.809,45.253902304598085,0.03997445320458462,
1.81,45.31069570684942,0.0399464182079727,
1.811,45.36749318093287,0.039918449819950165,
1.812,45.42429471753208,0.03989054780636222,
1.813,45.48110030736188,0.03986271193413796,
1.814,45.53790994116826,0.03983494197128412,
1.815,45.59472360972814,0.03980723768687896,
1.816,45.65154130384929,0.039779598851066106,
1.817,45.708363014370185,0.03975202523504848,
1.818,45.76518873215989,0.039724516611082256,
1.819,45.82201844811785,0.03969707275247094,
1.82,45.8788521531738,0.039669693433559375,
1.821,45.9356898382877,0.03964237842972774,
1.822,45.992531494449544,0.03961512751738577,
1.823,46.04937711267916,0.03958794047396698,
1.824,46.10622668402624,0.03956081707792269,
1.825,46.16308019957005,0.03953375710871645,
1.826,46.21993765041942,0.039506760346818215,
1.827,46.2767990277125,0.03947982657369874,
1.828,46.33366432261686,0.039452955571823795,
1.829,46.390533526329044,0.03942614712464877,
1.83,46.447406630074674,0.03939940101661297,
1.831,46.50428362510824,0.03937271703313413,
1.832,46.56116450271303,0.03934609496060291,
1.833,46.61804925420092,0.039319534586377436,
1.834,46.67493787091231,0.03929303569877795,
1.835,46.73183034421602,0.039266598087081286,
1.836,46.78872666550916,0.039240221541515644,
1.837,46.845626826216886,0.03921390585325531,
1.838,46.90253081779249,0.039187650814415206,
1.839,46.95943863171715,0.03916145621804581,
1.84,47.01635025949974,0.03913532185812795,
1.841,47.07326569267694,0.0391092475295675,
1.842,47.1301849228129,0.03908323302819035,
1.843,47.18710794149921,0.03905727815073731,
1.844,47.24403474035485,0.03903138269485892,
1.845,47.30096531102585,0.03900554645911065,
1.846,47.35789964518551,0.038979769242947576,
1.847,47.41483773453394,0.03895405084671972,
1.848,47.47177957079822,0.038928391071666894,
1.849,47.52872514573212,0.038902789719913886,
1.85,47.58567445111604,0.038877246594465606,
1.851,47.64262747875692,0.03885176149920218,
1.852,47.69958422048809,0.038826334238874195,
1.853,47.756544668169155,0.0388009646190979,
1.854,47.81350881368595,0.03877565244635044,
1.855,47.87047664895034,0.03875039752796518,
1.856,47.927448165900195,0.03872519967212695,
1.857,47.98442335649918,0.038700058687867536,
1.858,48.04140221273675,0.038674974385060866,
1.859,48.09838472662796,0.03864994657441855,
1.86,48.15537089021347,0.038624975067485245,
1.861,48.212360695559276,0.03860005967663417,
1.862,48.26935413475672,0.0385752002150626,
1.863,48.32635119992237,0.0385503964967873,
1.864,48.38335188319792,0.03852564833664018,
1.865,48.44035617674996,0.038500955550263866,
1.866,48.49736407277014,0.03847631795410722,
1.867,48.554375563474736,0.03845173536542111,
1.868,48.611390641104826,0.03842720760225395,
1.869,48.66840929792607,0.03840273448344745,
1.87,48.72543152622851,0.0383783158286324,
1.871,48.78245731832669,0.03835395145822428,
1.872,48.83948666655939,0.03832964119341915,
1.873,48.89651956328953,0.038305384856189416,
1.874,48.953556000904236,0.038281182269279575,
1.875,49.01059597181442,0.038257033256202326,
1.8760000000000001,49.0676394684551,0.03823293764123408,
1.877,49.124686483284876,0.03820889524941124,
1.8780000000000001,49.18173700878619,0.03818490590652583,
1.879,49.238791037465,0.03816096943912167,
1.8800000000000001,49.295848561850775,0.03813708567449025,
1.881,49.35290957449632,0.03811325444066682,
1.8820000000000001,49.409974067977856,0.038089475566426306,
1.883,49.467042034894725,0.038065748881279504,
1.8840000000000001,49.524113467869384,0.03804207421546911,
1.885,49.58118835954735,0.038018451399965784,
1.8860000000000001,49.63826670259695,0.03799488026646445,
1.887,49.69534848970952,0.03797136064738018,
1.8880000000000001,49.75243371359896,0.03794789237584469,
1.889,49.809522367001904,0.037924475285702315,
1.8900000000000001,49.86661444267751,0.03790110921150635,
1.891,49.923709933407366,0.03787779398851532,
1.8920000000000001,49.98080883199551,0.03785452945268915,
1.893,50.03791113126812,0.03783131544068565,
1.8940000000000001,50.09501682407369,0.037808151789856644,
1.895,50.15212590328273,0.03778503833824444,
1.8960000000000001,50.20923836178778,0.037761974924578195,
1.897,50.26635419250331,0.03773896138827028,
1.8980000000000001,50.32347338836563,0.03771599756941265,
1.899,50.38059594233268,0.03769308330877346,
1.9000000000000001,50.437721847384225,0.037670218447793294,
1.901,50.49485109652143,0.03764740282858185,
1.9020000000000001,50.551983682767066,0.03762463629391428,
1.903,50.60911959916522,0.037601918687227856,
1.9040000000000001,50.66625883878131,0.037579249852618436,
1.905,50.723401394701945,0.03755662963483709,
1.9060000000000001,50.78054726003494,0.0375340578792866,
1.907,50.837696427909044,0.037511534432018226,
1.9080000000000001,50.89484889147414,0.037489059139728116,
1.909,50.95200464390077,0.03746663184975427,
1.9100000000000001,51.00916367838048,0.037444252410072876,
1.911,51.06632598812544,0.037421920669295235,
1.9120000000000001,51.12349156636847,0.03739963647666442,
1.913,51.18066040636287,0.03737739968205202,
1.9140000000000001,51.237832501382535,0.03735521013595482,
1.915,51.295007844721646,0.037333067689491684,
1.9160000000000001,51.352186429694754,0.03731097219440028,
1.917,51.409368249636536,0.03728892350303397,
1.9180000000000001,51.466553297901996,0.037266921468358485,
1.919,51.523741567866004,0.03724496594394902,
1.92,51.58093305292351,0.03722305678398692,
1.921,51.63812774648942,0.037201193843256604,
1.922,51.695325641998366,0.03717937697714253,
1.923,51.752526732904784,0.03715760604162612,
1.924,51.80973101268278,0.037135880893282645,
1.925,51.86693847482605,0.03711420138927828,
1.926,51.92414911284777,0.03709256738736703,
1.927,51.981362920280674,0.0370709787458877,
1.928,52.0385798906767,0.03704943532376107,
1.929,52.09580001760718,0.03702793698048677,
1.93,52.15302329466263,0.03700648357614039,
1.931,52.2102497154527,0.03698507497137063,
1.932,52.26747927360609,0.036963711027396276,
1.933,52.324711962770515,0.03694239160600342,
1.934,52.381947776612584,0.036921116569542486,
1.935,52.439186708817765,0.036899885780925464,
1.936,52.49642875309026,0.03687869910362303,
1.937,52.55367390315298,0.036857556401661745,
1.938,52.61092215274746,0.03683645753962123,
1.939,52.66817349563379,0.036815402382631396,
1.94,52.72542792559052,0.03679439079636966,
1.941,52.782685436414575,0.03677342264705827,
1.942,52.8399460219213,0.03675249780146137,
1.943,52.897209675944175,0.036731616126882576,
1.944,52.954476392334975,0.03671077749116199,
1.945,53.01174616496359,0.03668998176267367,
1.946,53.06901898771786,0.03666922881032297,
1.947,53.126294854503726,0.03664851850354373,
1.948,53.18357375924497,0.03662785071229585,
1.949,53.24085569588325,0.0366072253070625,
1.95,53.29814065837795,0.03658664215884759,
1.951,53.35542864070619,0.036566101139173184,
1.952,53.41271963686271,0.03654560212007684,
1.953,53.470013640859904,0.03652514497410912,
1.954,53.527310646727514,0.03650472957433106,
1.955,53.584610648512815,0.03648435579431161,
1.956,53.64191364028044,0.036464023508125054,
1.957,53.69921961611229,0.03644373259034864,
1.958,53.756528570107555,0.03642348291605993,
1.959,53.81384049638254,0.03640327436083451,
1.96,53.87115538907071,0.036383106800743345,
1.961,53.928473242322454,0.03636298011235054,
1.962,53.985794050305294,0.0363428941727107,
1.963,54.04311780720349,0.03632284885936667,
1.964,54.1004445072183,0.03630284405034704,
1.965,54.1577741445677,0.03628287962416379,
1.966,54.215106713486286,0.036262955459810016,
1.967,54.27244220822552,0.036243071436757306,
1.968,54.329780623053225,0.03622322743495374,
1.969,54.38712195225391,0.03620342333482128,
1.97,54.44446619012845,0.036183659017253594,
1.971,54.50181333099422,0.03616393436361368,
1.972,54.559163369184816,0.036144249255731654,
1.973,54.61651629905022,0.036124603575902386,
1.974,54.673872114956566,0.036104997206883274,
1.975,54.731230811286174,0.036085430031892025,
1.976,54.788592382437436,0.03606590193460436,
1.977,54.84595682282475,0.036046412799151856,
1.978,54.9033241268786,0.036026962510119595,
1.979,54.96069428904527,0.036007550952544154,
1.98,55.018067303786935,0.03598817801191128,
1.981,55.07544316558162,0.035968843574153746,
1.982,55.13282186892294,0.035949547525649266,
1.983,55.19020340832035,0.035930289753218186,
1.984,55.247587778298815,0.03591107014412153,
1.985,55.30497497339893,0.03589188858605871,
1.986,55.36236498817673,0.03587274496716557,
1.987,55.41975781720376,0.03585363917601211,
1.988,55.47715345506687,0.03583457110160058,
1.989,55.53455189636831,0.035815540633363264,
1.99,55.59195313572559,0.035796547661160465,
1.991,55.64935716777141,0.03577759207527848,
1.992,55.70676398715359,0.035758673766427544,
1.993,55.764173588535165,0.035739792625739744,
1.994,55.82158596659415,0.035720948544767046,
1.995,55.8790011160235,0.03570214141547936,
1.996,55.93641903153124,0.03568337113026236,
1.997,55.993839707840124,0.03566463758191573,
1.998,56.05126313968784,0.035645940663650975,
1.999,56.108689321826795,0.03562728026908964,
2,56.16611824902413,0.035608656292261204,
